Date,Origin Movement ID,Origin Display Name,Destination Movement ID,Destination Display Name,Daily Mean Travel Time (Seconds),Daily Range - Lower Bound Travel Time (Seconds),Daily Range - Upper Bound Travel Time (Seconds),AM Mean Travel Time (Seconds),AM Range - Lower Bound Travel Time (Seconds),AM Range - Upper Bound Travel Time (Seconds),PM Mean Travel Time (Seconds),PM Range - Lower Bound Travel Time (Seconds),PM Range - Upper Bound Travel Time (Seconds),Midday Mean Travel Time (Seconds),Midday Range - Lower Bound Travel Time (Seconds),Midday Range - Upper Bound Travel Time (Seconds),Evening Mean Travel Time (Seconds),Evening Range - Lower Bound Travel Time (Seconds),Evening Range - Upper Bound Travel Time (Seconds),Early Morning Mean Travel Time (Seconds),Early Morning Range - Lower Bound Travel Time (Seconds),Early Morning Range - Upper Bound Travel Time (Seconds)
03/29/2017,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",1863,1371,2531,1697,1373,2097,2121,1682,2675,1992,1582,2508,1994,1580,2517,1350,883,2064
03/30/2017,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",2234,1631,3058,2404,1880,3074,2802,2279,3444,2403,2027,2849,2283,1743,2989,1459,1160,1834
03/31/2017,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",2583,1824,3658,2422,1874,3131,3237,2677,3914,2829,2285,3502,3075,2363,4001,1401,1154,1702
2017-01-04 00:00:00,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",2652,1849,3803,2109,1690,2632,3639,2965,4467,2761,2236,3408,2921,2059,4145,1480,1205,1818
2017-02-04 00:00:00,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",2216,1708,2873,2039,1720,2418,2538,2041,3156,2339,1923,2845,2377,1887,2993,1595,1253,2030
2017-03-04 00:00:00,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",2804,1870,4204,3233,2644,3954,4044,3224,5074,3122,2429,4012,2768,2010,3813,1552,1207,1996
2017-10-08 00:00:00,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",2964,1930,4551,3195,2359,4327,4193,3408,5158,2977,2365,3748,2829,1905,4202,1483,1096,2005
2017-11-08 00:00:00,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",3128,2134,4587,2828,2220,3602,4308,3601,5153,3003,2425,3719,3628,2575,5110,1621,1237,2123
2017-12-08 00:00:00,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",2566,1812,3634,2228,1754,2830,3311,2630,4168,2959,2406,3638,2750,2082,3633,1646,1202,2254
08/13/2017,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",2172,1600,2947,1802,1484,2187,2595,2051,3284,2425,1918,3066,2237,1720,2909,1448,1136,1846
08/14/2017,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",2449,1640,3656,2424,1892,3106,3448,2819,4217,2672,2179,3276,2673,1902,3755,1423,1112,1821
08/15/2017,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",2484,1856,3322,2335,1821,2995,3029,2533,3622,2568,1992,3310,2460,1809,3343,1877,1454,2422
08/16/2017,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",3004,2006,4499,3508,2699,4559,3947,3309,4708,3296,2562,4240,3093,2116,4520,1807,1369,2385
08/17/2017,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",3142,2079,4749,3217,2451,4222,4290,3377,5450,3172,2559,3931,3474,2491,4845,1576,1218,2038
08/18/2017,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",3126,2012,4856,3111,2235,4331,4029,3017,5380,3316,2529,4348,3444,2207,5374,1551,1235,1949
08/19/2017,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",2949,1929,4510,2147,1698,2713,4317,3510,5309,3067,2409,3903,2807,1995,3950,1552,1164,2071
08/20/2017,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",2167,1587,2960,1795,1380,2336,2581,2182,3053,2486,2025,3050,2201,1657,2924,1462,1153,1855
08/21/2017,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",2781,1806,4283,2990,2217,4032,3927,3082,5002,3113,2464,3933,2929,2015,4259,1558,1177,2061
08/22/2017,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",2946,1836,4727,2862,2083,3931,4330,3395,5522,2754,2201,3447,3311,1923,5702,1456,1138,1863
08/23/2017,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",3085,2043,4658,3046,2374,3907,4555,3686,5628,3193,2605,3912,3368,2262,5014,1544,1219,1955
08/24/2017,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",3270,2118,5047,3221,2349,4417,4588,3825,5504,3178,2448,4124,3840,2913,5062,1573,1225,2018
08/25/2017,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",2032,1604,2576,1992,1681,2362,2410,1926,3016,2014,1640,2474,1989,1625,2436,1844,1377,2470
08/26/2017,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",2333,1703,3196,1985,1617,2436,2762,2281,3343,2618,2113,3243,2466,1876,3241,1494,1153,1937
08/27/2017,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",2205,1611,3018,1828,1497,2233,2848,2229,3641,2293,1899,2769,2430,1810,3264,1525,1180,1972
08/28/2017,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",3078,2016,4700,3716,2969,4649,4530,3176,6460,3060,2452,3818,3238,2112,4964,1877,1364,2583
08/29/2017,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",2824,1824,4373,3057,2399,3896,4450,3333,5942,2778,2125,3632,3099,2076,4627,1683,1239,2286
08/30/2017,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",2926,1944,4403,2994,2303,3893,4444,3715,5316,3105,2593,3718,2824,1963,4062,1595,1207,2109
08/31/2017,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",2862,1827,4483,3076,2348,4031,4430,3553,5522,2991,2437,3670,3233,2410,4338,1369,1077,1740
2017-01-06 00:00:00,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",2747,1896,3981,2791,2174,3583,3695,2997,4556,3007,2481,3645,2904,2045,4124,1438,1154,1791
2017-02-06 00:00:00,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",2918,1989,4280,2702,2072,3522,4337,3562,5281,2897,2341,3584,3551,2591,4865,1443,1140,1826
2017-03-06 00:00:00,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",2953,2053,4248,2239,1751,2864,3866,3322,4499,3397,2721,4240,3084,2356,4036,1509,1221,1864
2017-04-06 00:00:00,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",2123,1622,2780,1943,1566,2411,2236,1843,2712,2360,1906,2923,2170,1695,2777,1417,1114,1803
2017-05-06 00:00:00,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",2762,1808,4219,2995,2310,3884,4037,3290,4954,3182,2599,3895,2559,1792,3654,1492,1161,1917
2017-06-06 00:00:00,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",2730,1815,4107,2718,2011,3672,4089,3485,4797,3056,2441,3826,2788,1996,3893,1467,1133,1900
2017-07-06 00:00:00,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",2946,1998,4344,2950,2257,3854,4017,3324,4855,3230,2575,4053,2772,1907,4029,1309,1065,1608
2017-08-06 00:00:00,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",2874,1867,4422,3330,2433,4557,3353,2811,3999,3515,2930,4217,2452,1758,3419,1380,1050,1813
2017-09-06 00:00:00,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",3029,2091,4388,2771,2210,3475,4571,3652,5721,2959,2392,3659,3170,2330,4313,1467,1152,1867
2017-10-06 00:00:00,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",2537,1772,3631,2130,1674,2712,3480,2896,4182,2804,2253,3490,2653,1975,3565,1395,1103,1763
2017-11-06 00:00:00,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",2186,1628,2934,1986,1593,2476,2556,2045,3194,2373,1876,3002,2190,1669,2875,1491,1131,1964
2017-12-06 00:00:00,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",2547,1707,3800,3066,2355,3993,3619,3018,4339,2774,2200,3497,2298,1722,3068,1482,1168,1881
06/13/2017,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",2897,1966,4269,3036,2292,4021,3949,2842,5486,3216,2643,3913,2631,1797,3851,1523,1246,1861
06/14/2017,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",2999,2060,4365,2777,2149,3588,3823,3156,4631,3259,2747,3867,3125,2226,4388,1449,1100,1909
06/15/2017,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",2783,1860,4164,2851,2211,3676,4078,3450,4820,2986,2485,3588,2579,1782,3732,1465,1130,1900
06/16/2017,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",3031,2014,4561,2696,2120,3429,4595,3762,5612,3040,2477,3731,2989,2134,4187,1431,1110,1846
06/17/2017,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",2787,1896,4097,2209,1684,2899,3703,2955,4639,3244,2571,4092,2890,2121,3939,1428,1132,1802
06/18/2017,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",2159,1655,2817,1921,1575,2345,2318,1948,2758,2393,1972,2904,2267,1744,2947,1508,1150,1978
06/19/2017,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",2643,1760,3971,2972,2217,3982,4033,3429,4744,2991,2502,3576,2390,1734,3295,1538,1211,1952
06/20/2017,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",2630,1796,3850,2732,2084,3581,3394,2732,4215,2988,2367,3771,2689,1992,3629,1407,1112,1781
06/21/2017,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",2732,1852,4029,2910,2158,3923,3729,3143,4424,2963,2457,3573,2643,1982,3523,1451,1137,1851
06/22/2017,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",2917,1971,4316,2876,2155,3838,4134,3473,4921,3176,2611,3863,2611,1885,3615,1402,1038,1893
06/23/2017,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",2795,1937,4035,2606,2041,3328,3903,3214,4740,2808,2282,3456,3090,2352,4060,1493,1112,2005
06/24/2017,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",2477,1780,3446,2127,1732,2611,3357,2708,4162,2715,2239,3293,2703,2015,3625,1497,1154,1941
06/25/2017,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",2023,1532,2670,1852,1527,2247,2321,1915,2813,2138,1745,2618,2163,1703,2748,1387,1063,1809
06/26/2017,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",2098,1555,2830,1977,1624,2406,2665,2174,3268,2258,1870,2726,2211,1713,2852,1418,1143,1759
06/27/2017,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",2524,1721,3701,3038,2408,3834,3344,2807,3984,2744,2196,3428,2469,1824,3342,1534,1183,1990
06/28/2017,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",2692,1768,4099,2816,2094,3787,3816,3244,4489,3129,2557,3828,2802,2069,3794,1483,1117,1968
06/29/2017,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",2689,1802,4013,2779,2094,3687,3725,3136,4426,3082,2470,3845,2601,1919,3525,1509,1088,2091
06/30/2017,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",2974,2147,4120,2669,2027,3516,3596,2916,4435,3100,2600,3697,3247,2432,4337,1496,1169,1916
2017-01-07 00:00:00,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",2440,1797,3312,2014,1658,2447,3184,2587,3920,2693,2233,3249,2506,1933,3249,1530,1197,1955
2017-02-07 00:00:00,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",2041,1566,2661,1868,1516,2303,2369,2014,2786,2115,1750,2557,2209,1693,2883,1439,1149,1802
2017-03-07 00:00:00,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",2502,1677,3733,2694,2056,3531,3500,2815,4352,2852,2255,3605,2684,1896,3799,1496,1154,1940
2017-04-07 00:00:00,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",2559,1771,3699,2768,2152,3560,3401,2586,4474,2758,2211,3439,2581,1849,3602,1487,1156,1914
2017-05-07 00:00:00,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",2721,1836,4033,2871,2151,3833,3783,3058,4679,2877,2327,3556,2486,1795,3442,1473,1113,1950
2017-06-07 00:00:00,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",2827,1851,4317,2675,2023,3537,4107,3160,5338,2987,2385,3740,3017,2111,4312,1468,1076,2004
2017-07-07 00:00:00,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",2906,2002,4219,2841,2117,3813,3884,3284,4594,3164,2623,3816,3033,2351,3913,1427,1124,1812
2017-08-07 00:00:00,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",2587,1773,3775,2114,1712,2610,3599,2980,4347,3036,2439,3779,2662,1938,3655,1504,1127,2007
2017-09-07 00:00:00,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",2136,1606,2839,1888,1525,2337,2462,2036,2978,2285,1874,2786,2228,1713,2899,1428,1123,1817
2017-10-07 00:00:00,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",2677,1807,3965,2982,2209,4024,3611,3115,4187,3081,2438,3894,2545,1812,3576,1599,1251,2044
2017-11-07 00:00:00,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",2590,1764,3804,2820,2276,3495,3473,2888,4178,2769,2356,3255,2697,1886,3857,1411,1114,1788
2017-12-07 00:00:00,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",2762,1810,4216,2701,2010,3630,4054,3380,4862,2897,2381,3525,2947,1988,4369,1346,1100,1647
07/13/2017,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",2751,1861,4068,2888,2113,3948,3824,3157,4632,2885,2358,3528,2343,1664,3300,1478,1127,1940
07/14/2017,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",2774,1951,3945,2583,2011,3317,3684,2988,4543,2989,2525,3539,2998,2251,3993,1471,1180,1834
07/15/2017,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",2646,1848,3790,2144,1722,2668,3512,2958,4168,3016,2482,3666,2771,2133,3598,1390,1099,1758
07/16/2017,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",2052,1535,2744,1813,1477,2226,2420,1994,2936,2248,1869,2703,2166,1719,2729,1388,1057,1822
07/17/2017,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",2633,1725,4019,2930,2220,3867,3786,3058,4686,3011,2497,3631,2557,1793,3648,1462,1131,1888
